LAST SEEN   TYPE      REASON                          OBJECT                                             MESSAGE
2m11s       Normal    Scheduled                       pod/pod-janitor-1606499520-6nv9s                   Successfully assigned icap-adaptation/pod-janitor-1606499520-6nv9s to aks-icaptestnode-10971123-vmss00002n
2m10s       Normal    Pulling                         pod/pod-janitor-1606499520-6nv9s                   Pulling image "glasswallsolutions/pod-janitor:main-5ce5e69"
2m8s        Normal    Pulled                          pod/pod-janitor-1606499520-6nv9s                   Successfully pulled image "glasswallsolutions/pod-janitor:main-5ce5e69"
2m8s        Normal    Created                         pod/pod-janitor-1606499520-6nv9s                   Created container pod-janitor
2m8s        Normal    Started                         pod/pod-janitor-1606499520-6nv9s                   Started container pod-janitor
2m11s       Normal    SuccessfulCreate                job/pod-janitor-1606499520                         Created pod: pod-janitor-1606499520-6nv9s
2m7s        Normal    Completed                       job/pod-janitor-1606499520                         Job completed
71s         Normal    Scheduled                       pod/pod-janitor-1606499580-g6tlh                   Successfully assigned icap-adaptation/pod-janitor-1606499580-g6tlh to aks-icaptestnode-10971123-vmss00000u
70s         Normal    Pulled                          pod/pod-janitor-1606499580-g6tlh                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
70s         Normal    Created                         pod/pod-janitor-1606499580-g6tlh                   Created container pod-janitor
70s         Normal    Started                         pod/pod-janitor-1606499580-g6tlh                   Started container pod-janitor
68s         Normal    SandboxChanged                  pod/pod-janitor-1606499580-g6tlh                   Pod sandbox changed, it will be killed and re-created.
71s         Normal    SuccessfulCreate                job/pod-janitor-1606499580                         Created pod: pod-janitor-1606499580-g6tlh
69s         Normal    Completed                       job/pod-janitor-1606499580                         Job completed
11s         Normal    Scheduled                       pod/pod-janitor-1606499640-zmvtw                   Successfully assigned icap-adaptation/pod-janitor-1606499640-zmvtw to aks-icaptestnode-10971123-vmss000019
10s         Normal    Pulling                         pod/pod-janitor-1606499640-zmvtw                   Pulling image "glasswallsolutions/pod-janitor:main-5ce5e69"
8s          Normal    Pulled                          pod/pod-janitor-1606499640-zmvtw                   Successfully pulled image "glasswallsolutions/pod-janitor:main-5ce5e69"
8s          Normal    Created                         pod/pod-janitor-1606499640-zmvtw                   Created container pod-janitor
7s          Normal    Started                         pod/pod-janitor-1606499640-zmvtw                   Started container pod-janitor
11s         Normal    SuccessfulCreate                job/pod-janitor-1606499640                         Created pod: pod-janitor-1606499640-zmvtw
6s          Normal    Completed                       job/pod-janitor-1606499640                         Job completed
25m         Normal    SuccessfulCreate                cronjob/pod-janitor                                (combined from similar events): Created job pod-janitor-1606498140
10m         Normal    SawCompletedJob                 cronjob/pod-janitor                                (combined from similar events): Saw completed job: pod-janitor-1606499040, status: Complete
3m11s       Normal    SuccessfulCreate                cronjob/pod-janitor                                Created job pod-janitor-1606499460
3m1s        Normal    SawCompletedJob                 cronjob/pod-janitor                                Saw completed job: pod-janitor-1606499460, status: Complete
2m11s       Normal    SuccessfulCreate                cronjob/pod-janitor                                Created job pod-janitor-1606499520
2m1s        Normal    SawCompletedJob                 cronjob/pod-janitor                                Saw completed job: pod-janitor-1606499520, status: Complete
71s         Normal    SuccessfulCreate                cronjob/pod-janitor                                Created job pod-janitor-1606499580
61s         Normal    SawCompletedJob                 cronjob/pod-janitor                                Saw completed job: pod-janitor-1606499580, status: Complete
11s         Normal    SuccessfulCreate                cronjob/pod-janitor                                Created job pod-janitor-1606499640
1s          Normal    SawCompletedJob                 cronjob/pod-janitor                                Saw completed job: pod-janitor-1606499640, status: Complete
1s          Normal    SuccessfulDelete                cronjob/pod-janitor                                Deleted job pod-janitor-1606499460
6m14s       Warning   FailedMount                     pod/policy-update-service-7476ccf67b-hqmpg         MountVolume.SetUp failed for volume "policy-update-service-sa-token-7flsp" : secret "policy-update-service-sa-token-7flsp" not found
6m13s       Normal    Killing                         pod/policy-update-service-7476ccf67b-hqmpg         Stopping container policy-update-service
3m54s       Normal    Scheduled                       pod/policy-update-service-7476ccf67b-tb6rn         Successfully assigned icap-adaptation/policy-update-service-7476ccf67b-tb6rn to aks-icaptestnode-10971123-vmss00001t
3m53s       Normal    Pulling                         pod/policy-update-service-7476ccf67b-tb6rn         Pulling image "glasswallsolutions/policy-update-service:main-697495a"
3m51s       Normal    Pulled                          pod/policy-update-service-7476ccf67b-tb6rn         Successfully pulled image "glasswallsolutions/policy-update-service:main-697495a"
3m51s       Normal    Created                         pod/policy-update-service-7476ccf67b-tb6rn         Created container policy-update-service
3m50s       Normal    Started                         pod/policy-update-service-7476ccf67b-tb6rn         Started container policy-update-service
3m54s       Normal    SuccessfulCreate                replicaset/policy-update-service-7476ccf67b        Created pod: policy-update-service-7476ccf67b-tb6rn
3m54s       Normal    ScalingReplicaSet               deployment/policy-update-service                   Scaled up replica set policy-update-service-7476ccf67b to 1
